Season,DayNum,TeamID,OpponentID,FGM,Loc,Won,Score,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF,Team_Seed,Team,Team_Region,OpponentSeed,Opponents,Opponent_Region
2006,136,1261,1233,27,N,1,80,51,5,10,21,27,9,30,16,18,8,11,17,4,LSU,W,13,Iona,W
2006,138,1261,1401,19,N,1,58,54,2,12,18,23,12,23,5,13,4,6,12,4,LSU,W,12,Texas A&M,W
2006,145,1261,1400,28,N,1,70,66,3,18,11,16,9,33,18,10,8,7,13,4,LSU,W,2,Texas,W
2006,136,1285,1305,29,N,1,87,56,6,12,23,27,10,22,18,8,2,2,12,12,Montana,Y,5,Nevada,Y
2006,136,1397,1457,24,N,1,63,53,5,21,10,14,11,22,12,13,6,6,15,2,Tennessee,Z,15,Winthrop,Z
2006,144,1206,1455,20,N,1,63,44,8,16,15,23,2,30,12,9,5,5,16,11,George Mason,Z,7,Wichita St,Z
2006,138,1455,1397,24,N,1,80,48,9,15,23,29,9,25,16,13,3,2,12,7,Wichita St,Z,2,Tennessee,Z
2006,136,1401,1393,20,N,1,66,56,7,20,19,22,14,24,14,10,8,5,19,12,Texas A&M,W,5,Syracuse,W
2006,136,1417,1125,30,N,1,78,56,4,13,14,17,9,36,20,14,11,4,14,2,UCLA,X,15,Belmont,X
2006,145,1417,1272,14,N,1,50,40,2,8,20,39,13,23,7,17,4,2,14,2,UCLA,X,1,Memphis,X
2006,136,1449,1429,28,N,1,75,59,12,27,7,8,5,17,16,7,11,1,14,5,Washington,Z,12,Utah St,Z
2006,146,1206,1163,30,N,1,86,60,9,18,17,25,15,22,13,11,6,2,17,11,George Mason,Z,1,Connecticut,Z
2006,136,1454,1328,25,N,1,82,55,6,20,26,32,10,22,13,12,8,1,15,11,WI Milwaukee,Y,6,Oklahoma,Y
2006,136,1455,1371,27,N,1,86,57,10,22,22,32,14,30,19,15,6,3,20,7,Wichita St,Z,10,Seton Hall,Z
2006,137,1112,1458,35,N,1,94,59,5,10,19,23,11,25,19,9,9,6,19,8,Arizona,Y,9,Wisconsin,Y
2006,139,1437,1112,28,N,1,82,52,9,19,17,20,12,19,13,13,6,4,19,1,Villanova,Y,8,Arizona,Y
2006,137,1133,1242,23,N,1,77,52,11,21,20,32,11,24,17,16,6,1,17,13,Bradley,X,4,Kansas,X
2006,139,1133,1338,22,N,1,72,59,2,6,26,32,16,24,14,8,8,2,16,13,Bradley,X,5,Pittsburgh,X
2006,143,1272,1133,31,N,1,80,60,6,15,12,18,11,30,11,13,10,7,18,1,Memphis,X,13,Bradley,X
2006,137,1137,1116,17,N,1,59,44,11,21,14,18,8,21,10,14,10,2,17,9,Bucknell,X,8,Arkansas,X
2006,139,1272,1137,23,N,1,72,48,7,16,19,26,7,18,15,9,10,2,20,1,Memphis,X,9,Bucknell,X
2006,137,1163,1107,27,N,1,72,46,8,16,10,13,7,21,17,16,6,5,9,1,Connecticut,Z,16,SUNY Albany,Z
2006,139,1163,1246,31,N,1,87,62,4,13,21,30,13,22,16,12,7,1,16,1,Connecticut,Z,8,Kentucky,Z
2006,137,1206,1277,29,N,1,75,49,5,12,12,26,10,30,7,14,4,6,10,11,George Mason,Z,6,Michigan St,Z
2006,139,1206,1314,23,N,1,65,58,4,16,15,19,11,27,14,8,7,2,8,11,George Mason,Z,3,North Carolina,Z
2006,137,1207,1320,20,N,1,54,46,5,19,9,14,8,24,15,9,4,4,12,7,Georgetown,Y,10,Northern Iowa,Y
2006,139,1207,1326,27,N,1,70,58,6,14,10,12,12,25,18,8,6,5,10,7,Georgetown,Y,2,Ohio St,Y
2006,137,1246,1412,19,N,1,69,61,5,25,26,30,20,27,12,8,2,3,16,8,Kentucky,Z,9,UAB,Z
2006,137,1272,1331,37,N,1,94,61,11,22,9,16,12,21,16,13,10,2,21,1,Memphis,X,16,Oral Roberts,X
2006,137,1301,1143,21,N,1,58,42,5,16,11,17,7,18,10,11,5,1,15,10,NC State,W,7,California,W
2006,139,1400,1301,26,N,1,75,56,8,19,15,19,9,29,17,10,8,3,14,2,Texas,W,10,NC State,W
2006,137,1314,1293,22,N,1,69,48,5,18,20,25,12,25,15,17,10,3,12,3,North Carolina,Z,14,Murray St,Z
2006,137,1322,1234,23,N,1,64,60,9,23,9,14,14,17,17,11,9,4,21,14,Northwestern LA,W,3,Iowa,W
2006,143,1400,1452,28,N,1,74,58,4,19,14,20,17,28,19,13,8,1,12,2,Texas,W,6,West Virginia,W
2006,139,1452,1322,18,N,1,67,46,7,22,24,33,8,20,11,14,13,2,15,6,West Virginia,W,14,Northwestern LA,W
2006,137,1326,1172,26,N,1,70,65,5,22,13,23,15,28,10,4,2,4,13,2,Ohio St,Y,15,Davidson,Y
2006,137,1338,1245,31,N,1,79,46,6,14,11,15,4,24,18,12,4,7,13,5,Pittsburgh,X,12,Kent,X
2006,137,1400,1335,18,N,1,60,45,2,10,22,26,14,28,7,11,4,6,14,2,Texas,W,15,Penn,W
2006,137,1452,1356,22,N,1,64,50,11,32,9,11,9,22,15,11,8,3,10,6,West Virginia,W,11,S Illinois,W
2007,134,1310,1197,24,N,1,77,62,8,27,21,28,17,25,10,11,5,2,17,16,Niagara,Z,16,Florida A&M,Z
2007,145,1417,1242,24,N,1,68,45,8,17,12,18,10,21,12,25,15,3,14,2,UCLA,Z,1,Kansas,Z
2007,137,1242,1310,40,N,1,107,74,13,22,14,26,13,37,29,12,14,7,26,1,Kansas,Z,16,Niagara,Z
2007,136,1130,1403,30,N,1,84,57,8,20,16,20,11,24,16,8,3,9,10,7,Boston College,W,10,Texas Tech,W
2007,152,1326,1207,25,N,1,67,57,4,14,13,19,16,21,13,8,8,3,10,1,Ohio St,X,2,Georgetown,W
2007,138,1207,1130,22,N,1,62,52,4,16,14,19,17,21,12,10,6,7,14,2,Georgetown,W,7,Boston College,W
2007,136,1139,1330,19,N,1,57,46,9,24,10,16,9,26,11,11,6,3,15,5,Butler,Y,12,Old Dominion,Y
2007,138,1139,1268,23,N,1,62,52,12,26,4,6,8,15,14,12,10,0,15,5,Butler,Y,4,Maryland,Y
2007,144,1196,1139,17,N,1,65,34,8,19,23,28,6,21,9,13,1,6,16,1,Florida,Y,5,Butler,Y
2007,136,1207,1125,29,N,1,80,53,7,16,15,20,12,27,17,12,9,4,16,2,Georgetown,W,15,Belmont,W
2007,144,1207,1435,25,N,1,66,56,8,19,8,14,16,24,14,11,3,3,18,2,Georgetown,W,6,Vanderbilt,W
2007,146,1207,1314,38,N,1,96,66,8,14,12,18,11,27,26,10,4,11,18,2,Georgetown,W,1,North Carolina,W
2007,154,1196,1326,26,N,1,84,53,10,18,22,25,10,28,11,15,5,3,19,1,Florida,Y,1,Ohio St,X
2007,136,1231,1211,23,N,1,70,58,9,25,15,16,12,33,15,13,3,2,14,7,Indiana,Z,10,Gonzaga,Z
2007,152,1196,1417,24,N,1,76,45,9,22,19,31,8,35,10,16,2,6,17,1,Florida,Y,2,UCLA,Z
2007,138,1417,1231,17,N,1,54,47,2,9,18,24,9,29,10,10,6,2,19,2,UCLA,Z,7,Indiana,Z
2007,136,1257,1390,25,N,1,78,51,7,17,21,28,8,18,12,13,11,1,25,6,Louisville,X,11,Stanford,X
2007,143,1272,1401,23,N,1,65,54,5,17,14,21,11,20,8,8,2,6,15,2,Memphis,X,3,Texas A&M,X
2007,138,1401,1257,19,N,1,72,41,5,8,29,39,6,19,9,11,6,1,23,3,Texas A&M,X,6,Louisville,X
2007,136,1268,1172,31,N,1,82,68,6,17,14,19,19,35,19,22,8,4,15,4,Maryland,Y,13,Davidson,Y
2007,136,1277,1266,22,N,1,61,41,4,10,13,15,4,24,17,15,6,3,18,9,Michigan St,W,8,Marquette,W
2007,138,1314,1277,25,N,1,81,52,6,16,25,34,14,26,12,10,6,3,17,1,North Carolina,W,9,Michigan St,W
2007,136,1314,1184,37,N,1,86,57,6,13,6,11,11,27,24,22,7,6,8,1,North Carolina,W,16,E Kentucky,W
2007,144,1314,1425,30,N,1,74,77,2,14,12,17,20,26,11,9,6,4,14,1,North Carolina,W,5,USC,W
2007,136,1326,1148,28,N,1,78,54,11,20,11,18,9,26,14,10,5,2,5,1,Ohio St,X,16,Central Conn,X
2007,138,1326,1462,26,N,1,78,63,9,21,17,20,12,33,10,14,5,6,19,1,Ohio St,X,9,Xavier,X
2007,143,1326,1397,27,N,1,85,51,8,22,23,35,8,25,13,8,3,5,17,1,Ohio St,X,5,Tennessee,X
2007,145,1326,1272,26,N,1,92,51,5,17,35,41,9,25,9,8,8,2,15,1,Ohio St,X,2,Memphis,X
2007,136,1338,1460,30,N,1,79,55,10,21,9,14,8,36,21,17,3,7,12,3,Pittsburgh,Z,14,Wright St,Z
2007,138,1338,1433,31,N,1,84,57,6,12,16,27,14,28,20,16,5,6,17,3,Pittsburgh,Z,11,VCU,Z
2007,143,1417,1338,18,N,1,64,42,5,13,23,26,6,27,10,14,1,2,18,2,UCLA,Z,3,Pittsburgh,Z
2007,136,1401,1335,24,N,1,68,51,5,13,15,27,11,29,10,8,4,5,13,3,Texas A&M,X,14,Penn,X
2007,136,1417,1451,27,N,1,70,58,10,19,6,9,13,22,18,13,6,5,18,2,UCLA,Z,15,Weber St,Z
2007,136,1433,1181,26,N,1,79,61,9,16,18,24,14,17,14,11,13,1,26,11,VCU,Z,6,Duke,Z
2007,136,1435,1203,26,N,1,77,61,12,31,13,16,15,26,22,11,6,3,22,6,Vanderbilt,W,11,G Washington,W
2007,138,1435,1450,27,N,1,78,63,10,27,14,18,11,28,13,17,12,2,17,6,Vanderbilt,W,3,Washington St,W
2007,136,1450,1331,27,N,1,70,57,5,13,11,12,11,25,12,6,3,8,16,3,Washington St,W,14,Oral Roberts,W
2007,136,1462,1140,24,N,1,79,56,8,17,23,29,13,24,12,10,3,4,19,9,Xavier,X,8,BYU,X
2007,137,1196,1238,43,N,1,112,73,10,28,16,27,24,38,27,12,5,6,13,1,Florida,Y,16,Jackson St,Y
2007,139,1196,1345,21,N,1,74,42,5,18,27,31,7,24,11,15,7,4,14,1,Florida,Y,9,Purdue,Y
2007,146,1196,1332,23,N,1,85,48,11,24,28,43,15,24,10,18,5,5,14,1,Florida,Y,3,Oregon,Y
2007,139,1242,1246,30,N,1,88,53,10,16,18,23,9,21,19,11,7,5,21,1,Kansas,Z,8,Kentucky,Z
2007,143,1242,1356,25,N,1,61,42,1,6,10,19,6,20,16,19,9,1,16,1,Kansas,Z,4,S Illinois,Z
2007,137,1246,1437,20,N,1,67,44,5,19,22,31,10,27,12,11,5,5,18,8,Kentucky,Z,9,Villanova,Z
2007,137,1272,1317,25,N,1,73,62,4,16,19,27,20,25,12,16,6,8,19,2,Memphis,X,15,North Texas,X
2007,139,1272,1305,23,N,1,78,59,6,17,26,34,16,24,10,10,7,5,16,2,Memphis,X,7,Nevada,X
2007,137,1305,1166,28,N,1,77,62,7,20,14,17,15,33,16,19,2,9,16,7,Nevada,X,10,Creighton,X
2007,137,1332,1275,19,N,1,58,44,5,16,15,17,4,20,10,5,3,1,12,3,Oregon,Y,14,Miami OH,Y
2007,139,1332,1457,27,N,1,75,56,11,23,10,12,10,21,8,10,4,0,13,3,Oregon,Y,11,Winthrop,Y
2007,144,1332,1424,23,N,1,76,48,13,23,17,22,7,30,11,17,4,3,20,3,Oregon,Y,7,UNLV,Y
2007,137,1345,1112,24,N,1,72,63,5,17,19,29,19,20,10,8,12,1,18,9,Purdue,Y,8,Arizona,Y
2007,137,1356,1221,18,N,1,61,41,2,12,23,30,9,19,11,18,9,3,21,4,S Illinois,Z,13,Holy Cross,Z
2007,139,1356,1439,19,N,1,63,43,12,21,13,23,6,24,11,9,5,3,19,4,S Illinois,Z,5,Virginia Tech,Z
2007,137,1397,1253,43,N,1,121,73,14,27,21,30,16,27,25,6,11,4,20,5,Tennessee,X,12,Long Beach St,X
2007,139,1397,1438,22,N,1,77,54,11,26,22,32,12,27,12,16,7,0,25,5,Tennessee,X,4,Virginia,X
2007,137,1400,1308,25,N,1,79,51,4,16,25,26,9,21,11,15,8,4,14,4,Texas,W,13,New Mexico St,W
2007,139,1425,1400,27,N,1,87,59,6,16,27,38,13,30,13,10,6,2,16,5,USC,W,4,Texas,W
2007,137,1424,1210,19,N,1,67,60,8,30,21,27,24,20,15,9,5,5,20,7,UNLV,Y,10,Georgia Tech,Y
2007,139,1424,1458,24,N,1,74,52,10,20,16,20,6,27,12,9,3,2,22,7,UNLV,Y,2,Wisconsin,Y
2007,137,1425,1116,25,N,1,77,50,4,13,23,25,9,30,10,12,8,5,18,5,USC,W,12,Arkansas,W
2007,137,1438,1107,30,N,1,84,56,9,17,15,18,15,26,16,8,3,5,14,4,Virginia,X,13,SUNY Albany,X
2007,137,1439,1228,15,N,1,54,42,6,14,18,28,4,18,11,9,11,4,12,5,Virginia Tech,Z,12,Illinois,Z
2007,137,1457,1323,28,N,1,74,62,8,21,10,19,10,33,20,13,5,6,16,11,Winthrop,Y,6,Notre Dame,Y
2007,137,1458,1394,22,N,1,76,55,7,20,25,30,11,23,13,10,8,4,21,2,Wisconsin,Y,15,TAM C. Christi,Y
2008,134,1291,1164,19,N,1,69,55,5,20,26,32,13,28,10,11,7,3,16,16,Mt St Mary's,W,16,Coppin St,W
2008,152,1242,1314,34,N,1,84,64,5,15,11,14,11,31,17,19,10,9,21,1,Kansas,X,1,North Carolina,W
2008,137,1314,1291,43,N,1,113,71,7,16,20,25,18,30,25,9,11,4,16,1,North Carolina,W,16,Mt St Mary's,W
2008,136,1181,1125,25,N,1,71,58,6,21,15,21,13,27,9,15,11,2,17,2,Duke,Z,15,Belmont,Z
2008,143,1462,1452,28,N,1,79,59,11,19,12,21,15,26,16,12,3,5,25,3,Xavier,Z,7,West Virginia,Z
2008,138,1452,1181,25,N,1,73,62,4,11,19,22,19,28,12,17,1,5,25,7,West Virginia,Z,2,Duke,Z
2008,136,1242,1340,33,N,1,85,61,12,25,7,15,15,23,21,11,10,3,15,1,Kansas,X,16,Portland St,X
2008,138,1242,1424,29,N,1,75,50,5,13,12,19,7,29,9,10,7,1,26,1,Kansas,X,8,UNLV,X
2008,144,1242,1437,24,N,1,72,45,8,19,16,20,7,26,16,18,8,5,18,1,Kansas,X,12,Villanova,X
2008,146,1242,1172,23,N,1,59,52,5,14,8,14,10,28,12,14,5,5,16,1,Kansas,X,10,Davidson,X
2008,154,1242,1272,29,N,1,75,55,3,12,14,15,9,30,14,17,11,1,18,1,Kansas,X,1,Memphis,Y
2008,136,1243,1425,29,N,1,80,60,7,16,15,26,21,23,15,13,7,1,21,11,Kansas St,X,6,USC,X
2008,144,1172,1458,26,N,1,73,53,12,24,9,12,11,17,18,7,9,0,19,10,Davidson,X,3,Wisconsin,X
2008,138,1458,1243,24,N,1,72,46,9,22,15,24,4,22,10,10,3,0,18,3,Wisconsin,X,11,Kansas St,X
2008,136,1266,1246,23,N,1,74,52,5,13,23,29,15,19,10,7,5,3,18,6,Marquette,Y,11,Kentucky,Y
2008,144,1400,1390,32,N,1,82,65,7,22,11,18,14,28,16,6,7,5,14,2,Texas,Y,3,Stanford,Y
2008,138,1390,1266,28,N,1,82,60,7,14,19,28,11,27,23,8,4,4,14,3,Stanford,Y,6,Marquette,Y
2008,136,1277,1396,26,N,1,72,54,4,15,16,18,10,27,19,12,4,2,18,5,Michigan St,Y,12,Temple,Y
2008,138,1277,1338,25,N,1,65,52,6,10,9,9,10,27,12,15,1,3,17,5,Michigan St,Y,4,Pittsburgh,Y
2008,144,1272,1277,31,N,1,92,59,4,13,26,35,17,22,13,9,9,7,16,1,Memphis,Y,5,Michigan St,Y
2008,136,1323,1206,26,N,1,68,57,9,21,7,11,11,31,14,13,4,5,15,5,Notre Dame,W,12,George Mason,W
2008,143,1314,1450,25,N,1,68,58,5,15,13,19,14,32,11,13,5,5,16,1,North Carolina,W,4,Washington St,W
2008,138,1450,1323,24,N,1,61,54,4,17,9,14,8,29,14,7,8,2,15,4,Washington St,W,5,Notre Dame,W
2008,136,1338,1331,32,N,1,82,69,8,22,10,13,16,34,17,9,5,1,13,4,Pittsburgh,Y,13,Oral Roberts,Y
2008,136,1345,1124,33,N,1,90,67,9,20,15,18,16,27,14,13,6,6,18,6,Purdue,Z,11,Baylor,Z
2008,145,1417,1462,28,N,1,76,52,7,15,13,18,13,24,17,14,6,6,19,1,UCLA,Z,3,Xavier,Z
2008,138,1462,1345,27,N,1,85,50,5,12,26,33,5,29,12,14,5,3,17,3,Xavier,Z,6,Purdue,Z
2008,136,1390,1165,31,N,1,77,56,8,18,7,10,13,34,20,19,5,7,15,3,Stanford,Y,14,Cornell,Y
2008,146,1272,1400,26,N,1,85,52,3,11,30,36,7,32,18,7,4,5,13,1,Memphis,Y,2,Texas,Y
2008,136,1401,1140,25,N,1,67,46,8,16,9,17,9,28,18,13,2,0,15,9,Texas A&M,Z,8,BYU,Z
2008,152,1272,1417,27,N,1,78,64,4,12,20,23,15,28,10,9,7,6,14,1,Memphis,Y,1,UCLA,Z
2008,138,1417,1401,19,N,1,51,44,6,18,7,11,8,21,7,14,7,11,16,1,UCLA,Z,9,Texas A&M,Z
2008,136,1417,1290,27,N,1,70,57,8,20,8,11,12,40,20,12,7,13,9,1,UCLA,Z,16,MS Valley St,Z
2008,143,1417,1443,29,N,1,88,58,4,9,26,35,17,34,17,19,6,8,22,1,UCLA,Z,12,WKU,Z
2008,136,1424,1245,29,N,1,71,57,6,18,7,9,7,29,16,19,11,7,16,8,UNLV,X,9,Kent,X
2008,136,1450,1457,29,N,1,71,49,4,13,9,13,8,32,20,10,4,3,11,4,Washington St,W,13,Winthrop,W
2008,136,1452,1112,28,N,1,75,55,11,19,8,9,6,21,16,9,6,3,17,7,West Virginia,Z,10,Arizona,Z
2008,136,1458,1168,25,N,1,71,59,3,16,18,25,18,32,13,17,8,7,11,3,Wisconsin,X,14,CS Fullerton,X
2008,136,1462,1208,20,N,1,73,47,6,18,27,33,6,23,11,8,9,1,12,3,Xavier,Z,14,Georgia,Z
2008,137,1116,1231,26,N,1,86,48,8,17,26,33,9,25,14,12,5,4,18,9,Arkansas,W,8,Indiana,W
2008,139,1314,1116,44,N,1,108,65,8,16,12,17,11,21,28,7,3,5,18,1,North Carolina,W,9,Arkansas,W
2008,137,1139,1375,27,N,1,81,53,15,28,12,13,7,21,18,10,9,1,21,7,Butler,W,10,South Alabama,W
2008,143,1257,1397,26,N,1,79,50,4,14,23,30,9,34,14,20,6,7,23,3,Louisville,W,2,Tennessee,W
2008,139,1397,1139,26,N,1,76,59,5,19,19,29,16,30,12,20,5,3,24,2,Tennessee,W,7,Butler,W
2008,137,1172,1211,28,N,1,82,57,11,22,15,21,10,19,18,14,9,1,18,10,Davidson,X,7,Gonzaga,X
2008,139,1172,1207,22,N,1,74,57,6,28,24,30,12,16,10,5,6,0,20,10,Davidson,X,2,Georgetown,X
2008,137,1207,1420,26,N,1,66,51,8,23,6,14,11,29,14,15,6,2,12,2,Georgetown,X,15,UMBC,X
2008,137,1257,1129,29,N,1,79,52,12,24,9,18,7,20,15,16,10,6,17,3,Louisville,W,14,Boise St,W
2008,139,1257,1328,32,N,1,78,54,9,17,5,15,10,23,24,12,7,3,18,3,Louisville,W,6,Oklahoma,W
2008,145,1314,1257,31,N,1,83,58,3,11,18,21,15,18,16,14,9,0,17,1,North Carolina,W,3,Louisville,W
2008,137,1272,1426,28,N,1,87,54,9,20,22,35,16,23,18,12,7,5,18,1,Memphis,Y,16,UT Arlington,Y
2008,139,1272,1280,28,N,1,77,63,6,16,15,32,19,26,19,5,3,11,16,1,Memphis,Y,8,Mississippi St,Y
2008,137,1274,1388,28,N,1,78,63,5,13,17,21,13,34,14,16,4,4,20,7,Miami FL,Y,10,St Mary's CA,Y
2008,139,1400,1274,25,N,1,75,57,13,26,12,21,16,25,17,13,3,7,19,2,Texas,Y,7,Miami FL,Y
2008,137,1280,1332,24,N,1,76,51,4,17,24,36,8,32,16,12,5,6,15,8,Mississippi St,Y,9,Oregon,Y
2008,137,1328,1386,24,N,1,72,42,6,14,18,26,6,19,14,9,5,2,18,6,Oklahoma,W,11,St Joseph's PA,W
2008,137,1360,1163,31,N,1,70,65,4,12,4,7,12,19,13,11,11,4,21,13,San Diego,Z,4,Connecticut,Z
2008,139,1443,1360,25,N,1,72,52,6,16,16,21,8,23,11,14,13,6,19,12,WKU,Z,13,San Diego,Z
2008,137,1373,1435,26,N,1,83,46,9,20,22,25,5,24,16,17,10,0,11,13,Siena,X,4,Vanderbilt,X
2008,139,1437,1373,30,N,1,84,56,6,13,18,24,6,31,15,15,8,2,27,12,Villanova,X,13,Siena,X
2008,137,1397,1110,22,N,1,72,45,6,19,22,31,6,21,13,14,12,3,16,2,Tennessee,W,15,American Univ,W
2008,137,1400,1122,27,N,1,74,55,10,22,10,18,15,29,17,11,2,6,16,2,Texas,Y,15,Austin Peay,Y
2008,137,1437,1155,22,N,1,75,44,7,13,24,29,5,31,8,19,6,1,15,12,Villanova,X,5,Clemson,X
2008,137,1443,1179,37,N,1,101,68,14,28,13,19,13,28,18,22,5,4,29,12,WKU,Z,5,Drake,Z
2009,134,1287,1106,18,N,1,58,50,4,15,18,24,16,34,13,21,6,2,14,16,Morehead St,Y,16,Alabama St,Y
2009,146,1277,1257,24,N,1,64,52,8,16,8,11,13,24,19,12,7,1,22,2,Michigan St,Y,1,Louisville,Y
2009,137,1257,1287,29,N,1,74,50,10,24,6,11,8,21,19,19,9,4,16,1,Louisville,Y,16,Morehead St,Y
2009,136,1163,1151,37,N,1,103,71,6,24,23,39,17,41,28,10,12,6,11,1,Connecticut,Z,16,Chattanooga,Z
2009,138,1163,1401,33,N,1,92,57,5,10,21,27,12,27,20,9,3,5,16,1,Connecticut,Z,9,Texas A&M,Z
2009,143,1163,1345,25,N,1,72,56,3,8,19,30,14,34,19,13,6,6,12,1,Connecticut,Z,5,Purdue,Z
2009,145,1163,1281,27,N,1,82,53,2,12,26,32,11,36,15,17,3,8,13,1,Connecticut,Z,3,Missouri,Z
2009,154,1314,1277,28,N,1,89,61,5,12,28,40,11,24,13,7,9,0,22,1,North Carolina,X,2,Michigan St,Y
2009,152,1277,1163,31,N,1,82,72,6,19,14,20,18,24,18,11,11,3,25,2,Michigan St,Y,1,Connecticut,Z
2009,136,1181,1127,28,N,1,86,57,9,20,21,25,17,21,21,15,6,3,14,2,Duke,W,15,Binghamton,W
2009,138,1181,1400,23,N,1,74,53,7,14,21,27,12,19,9,9,8,2,20,2,Duke,W,7,Texas,W
2009,152,1314,1437,25,N,1,83,62,11,22,22,37,14,34,16,12,6,6,20,1,North Carolina,X,3,Villanova,W
2009,143,1437,1181,27,N,1,77,64,4,18,19,23,13,36,9,12,5,5,23,3,Villanova,W,2,Duke,W
2009,136,1211,1103,23,N,1,77,44,5,15,26,31,7,27,15,8,5,5,18,4,Gonzaga,X,13,Akron,X
2009,138,1211,1443,30,N,1,83,60,9,21,14,19,9,22,18,11,4,4,12,4,Gonzaga,X,12,WKU,X
2009,144,1314,1211,36,N,1,98,68,11,19,15,27,11,31,23,9,8,4,17,1,North Carolina,X,4,Gonzaga,X
2009,136,1261,1139,27,N,1,75,55,6,14,15,21,9,21,14,11,11,8,20,8,LSU,X,9,Butler,X
2009,138,1314,1261,32,N,1,84,59,6,13,14,18,11,21,13,10,11,5,9,1,North Carolina,X,8,LSU,X
2009,136,1268,1143,31,N,1,84,63,6,16,16,24,16,20,18,9,5,1,17,10,Maryland,Z,7,California,Z
2009,143,1281,1272,33,N,1,102,62,6,16,30,45,12,25,17,12,9,3,24,3,Missouri,Z,2,Memphis,Z
2009,138,1272,1268,31,N,1,89,53,10,19,17,22,8,27,21,13,6,3,17,2,Memphis,Z,10,Maryland,Z
2009,136,1272,1169,29,N,1,81,59,11,28,12,21,12,23,19,14,14,3,16,2,Memphis,Z,15,CS Northridge,Z
2009,136,1276,1155,20,N,1,62,51,10,26,12,15,9,24,16,14,5,3,11,10,Michigan,X,7,Clemson,X
2009,146,1314,1328,26,N,1,72,51,5,14,15,16,6,21,13,12,9,2,19,1,North Carolina,X,2,Oklahoma,X
2009,138,1328,1276,25,N,1,73,51,6,19,17,27,13,22,18,11,5,4,13,2,Oklahoma,X,10,Michigan,X
2009,136,1314,1347,38,N,1,101,84,5,14,20,24,20,39,17,12,11,8,13,1,North Carolina,X,16,Radford,X
2009,136,1328,1288,29,N,1,82,48,4,12,20,32,7,38,15,15,5,6,11,2,Oklahoma,X,15,Morgan St,X
2009,144,1328,1393,32,N,1,84,59,9,21,11,18,15,21,19,18,11,3,14,2,Oklahoma,X,3,Syracuse,X
2009,136,1345,1320,21,N,1,61,52,3,15,16,22,10,22,11,10,8,3,13,5,Purdue,Z,12,Northern Iowa,Z
2009,138,1345,1449,25,N,1,76,64,7,16,19,23,15,25,15,11,5,7,21,5,Purdue,Z,4,Washington,Z
2009,136,1400,1278,27,N,1,76,57,11,20,11,19,14,27,12,14,6,1,18,7,Texas,W,10,Minnesota,W
2009,136,1401,1140,30,N,1,79,52,6,17,13,19,7,28,20,14,2,6,15,9,Texas A&M,Z,8,BYU,Z
2009,136,1417,1433,21,N,1,65,52,6,12,17,19,9,24,9,12,9,1,20,6,UCLA,W,11,VCU,W
2009,138,1437,1417,31,N,1,89,67,8,25,19,27,16,25,20,11,11,1,22,3,Villanova,W,6,UCLA,W
2009,136,1437,1110,24,N,1,80,50,6,18,26,29,10,28,15,16,8,8,12,3,Villanova,W,14,American Univ,W
2009,145,1437,1338,25,N,1,78,56,6,20,22,23,13,20,9,13,6,5,24,3,Villanova,W,1,Pittsburgh,W
2009,136,1443,1228,27,N,1,76,56,9,19,13,22,9,28,13,15,8,4,12,12,WKU,X,5,Illinois,X
2009,136,1449,1280,27,N,1,71,62,2,9,15,21,17,28,13,15,5,0,21,4,Washington,Z,13,Mississippi St,Z
2009,137,1112,1428,30,N,1,84,55,4,12,20,28,11,23,11,14,13,2,15,12,Arizona,Y,5,Utah,Y
2009,139,1112,1156,22,N,1,71,44,3,11,24,28,6,27,12,11,8,3,19,12,Arizona,Y,13,Cleveland St,Y
2009,144,1257,1112,38,N,1,103,66,14,29,13,14,11,25,29,9,10,3,15,1,Louisville,Y,12,Arizona,Y
2009,137,1113,1396,20,N,1,66,39,8,14,18,24,3,24,12,11,4,1,14,6,Arizona St,X,11,Temple,X
2009,139,1393,1113,26,N,1,78,47,9,20,17,21,4,29,18,10,4,0,15,3,Syracuse,X,6,Arizona St,X
2009,137,1156,1448,31,N,1,84,65,6,15,16,22,14,18,15,6,9,1,17,13,Cleveland St,Y,4,Wake Forest,Y
2009,137,1173,1452,25,N,1,68,54,4,10,14,23,13,19,14,9,5,2,22,11,Dayton,Y,6,West Virginia,Y
2009,144,1277,1242,23,N,1,67,59,5,15,16,17,13,18,17,13,13,2,16,2,Michigan St,Y,3,Kansas,Y
2009,139,1242,1173,23,N,1,60,53,3,16,11,22,11,39,9,17,5,12,11,3,Kansas,Y,11,Dayton,Y
2009,137,1242,1295,32,N,1,84,64,4,12,16,20,10,29,17,5,5,2,17,3,Kansas,Y,14,N Dakota St,Y
2009,139,1257,1373,32,N,1,79,65,9,20,6,13,19,28,18,17,3,7,13,1,Louisville,Y,9,Siena,Y
2009,137,1266,1429,17,N,1,58,47,5,19,19,23,10,22,7,9,4,2,14,6,Marquette,Z,11,Utah St,Z
2009,139,1281,1266,31,N,1,83,64,7,22,14,20,10,20,14,7,6,4,23,3,Missouri,Z,6,Marquette,Z
2009,137,1277,1352,28,N,1,77,61,4,13,17,23,17,32,15,10,6,4,15,2,Michigan St,Y,15,Robert Morris,Y
2009,139,1277,1425,22,N,1,74,51,6,13,24,31,12,24,20,16,5,1,18,2,Michigan St,Y,10,USC,Y
